,sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,label
3192,1.0,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,13
3193,1.0,0.565,0.435,0.185,1.032,0.354,0.2045,0.31,19
3194,1.0,0.61,0.47,0.16,1.0170000000000001,0.426,0.2255,0.32,11
3195,1.0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,17
3196,2.0,0.325,0.245,0.075,0.1495,0.0605,0.033,0.045,4
3197,2.0,0.31,0.235,0.075,0.1515,0.055999999999999994,0.0315,0.05,6
3198,1.0,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,10
3199,1.0,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,8
3200,1.0,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,9
3201,1.0,0.385,0.3,0.1,0.2725,0.1115,0.057,0.08,5
3202,1.0,0.62,0.485,0.22,1.511,0.5095,0.284,0.51,16
3203,1.0,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,16
3204,1.0,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,14
3205,1.0,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,8
3206,2.0,0.295,0.215,0.075,0.11599999999999999,0.037000000000000005,0.0295,0.04,7
3207,2.0,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,14
3208,2.0,0.32,0.25,0.08,0.1565,0.057,0.034,0.06,8
3209,2.0,0.43,0.34,0.125,0.384,0.1375,0.061,0.146,13
3210,1.0,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,11
3211,1.0,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,9
3212,1.0,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,13
3213,1.0,0.555,0.42,0.14,0.868,0.33,0.243,0.21,12
3214,1.0,0.57,0.495,0.16,1.0915,0.452,0.275,0.315,13
3215,1.0,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,10
3216,1.0,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,15
3217,1.0,0.425,0.34,0.12,0.38799999999999996,0.149,0.087,0.125,9
3218,1.0,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,13
3219,1.0,0.675,0.525,0.175,1.402,0.483,0.3205,0.465,15
3220,1.0,0.5,0.4,0.145,0.6025,0.21600000000000003,0.138,0.21,10
3221,1.0,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,8
3222,1.0,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,17
3223,1.0,0.52,0.415,0.175,0.753,0.258,0.171,0.255,7
3224,1.0,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,15
3225,2.0,0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,8
3226,1.0,0.42,0.32,0.13,0.4135,0.1645,0.106,0.11900000000000001,9
3227,1.0,0.45,0.35,0.135,0.56,0.231,0.13699999999999998,0.145,12
3228,2.0,0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,8
3229,1.0,0.64,0.505,0.19,1.2765,0.4835,0.32799999999999996,0.4,11
3230,1.0,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,10
3231,1.0,0.41,0.325,0.12,0.3745,0.158,0.081,0.125,11
3232,1.0,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,12
3233,1.0,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,11
3234,1.0,0.59,0.485,0.205,1.2315,0.4525,0.23800000000000002,0.42,12
3235,1.0,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,13
3236,2.0,0.345,0.285,0.1,0.2225,0.0865,0.057999999999999996,0.075,7
3237,1.0,0.635,0.51,0.155,1.156,0.428,0.289,0.315,17
3238,1.0,0.695,0.53,0.15,1.4769999999999999,0.6375,0.3025,0.43,13
3239,1.0,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,14
3240,1.0,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,14
3241,1.0,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,13
3242,1.0,0.635,0.48,0.19,1.4669999999999999,0.5825,0.303,0.42,14
3243,1.0,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,13
3244,1.0,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,18
3245,1.0,0.695,0.55,0.16,1.6365,0.6940000000000001,0.3005,0.44,12
3246,1.0,0.55,0.435,0.16,0.9059999999999999,0.342,0.21899999999999997,0.295,12
3247,1.0,0.61,0.495,0.19,1.213,0.46399999999999997,0.306,0.365,14
3248,1.0,0.595,0.5,0.165,1.06,0.402,0.28,0.275,10
3249,1.0,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,5
3250,1.0,0.435,0.35,0.125,0.45899999999999996,0.19699999999999998,0.1145,0.145,8
3251,2.0,0.455,0.375,0.125,0.5329999999999999,0.233,0.106,0.185,7
3252,1.0,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,11
3253,2.0,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11,5
3254,1.0,0.435,0.35,0.105,0.4195,0.19399999999999998,0.1005,0.13,6
3255,2.0,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,4
3256,1.0,0.575,0.48,0.15,0.8745,0.375,0.193,0.29,11
3257,1.0,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,8
3258,1.0,0.455,0.375,0.125,0.484,0.2155,0.102,0.165,6
3259,1.0,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,17
3260,1.0,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,12
3261,1.0,0.645,0.52,0.19,1.3105,0.58,0.28800000000000003,0.37,11
3262,1.0,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,13
3263,1.0,0.565,0.45,0.115,0.9085,0.39799999999999996,0.19699999999999998,0.29,16
3264,1.0,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,11
3265,1.0,0.48,0.38,0.135,0.528,0.2,0.1395,0.16,13
3266,1.0,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,10
3267,1.0,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,9
3268,1.0,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,10
3269,1.0,0.595,0.465,0.145,1.107,0.402,0.2415,0.31,11
3270,1.0,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,12
3271,1.0,0.52,0.425,0.155,0.7735,0.297,0.12300000000000001,0.255,16
3272,1.0,0.465,0.36,0.125,0.4365,0.16899999999999998,0.1075,0.145,10
3273,1.0,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,12
3274,1.0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,17
3275,1.0,0.46,0.355,0.11,0.415,0.215,0.08199999999999999,0.13,11
3276,1.0,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,11
3277,1.0,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,14
3278,1.0,0.525,0.415,0.16,0.6445,0.26,0.1575,0.22,11
3279,1.0,0.655,0.53,0.19,1.4280000000000002,0.493,0.318,0.565,17
3280,1.0,0.69,0.54,0.185,1.6195,0.5329999999999999,0.353,0.555,23
3281,1.0,0.55,0.45,0.17,0.81,0.317,0.157,0.22,10
3282,1.0,0.58,0.475,0.165,1.0385,0.414,0.26,0.305,12
3283,1.0,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,10
3284,1.0,0.565,0.44,0.155,0.868,0.348,0.217,0.26,10
3285,1.0,0.665,0.57,0.185,1.5219999999999998,0.6965,0.3025,0.405,12
3286,1.0,0.62,0.51,0.175,1.1255,0.4985,0.22699999999999998,0.315,13
3287,1.0,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,11
3288,1.0,0.605,0.475,0.145,1.0185,0.4695,0.225,0.27,14
3289,1.0,0.535,0.42,0.16,0.72,0.275,0.16399999999999998,0.225,14
3290,1.0,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,11
3291,1.0,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,8
3292,1.0,0.495,0.375,0.15,0.597,0.2615,0.135,0.17800000000000002,10
3293,1.0,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,12
3294,1.0,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,13
3295,1.0,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,13
3296,1.0,0.605,0.485,0.165,1.0735,0.43700000000000006,0.205,0.33,13
3297,1.0,0.645,0.5,0.19,1.229,0.524,0.278,0.395,16
3298,1.0,0.62,0.5,0.175,1.146,0.47700000000000004,0.23,0.39,12
3299,1.0,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,15
3300,1.0,0.615,0.5,0.205,1.1055,0.4445,0.22699999999999998,0.39,15
3301,1.0,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,10
3302,1.0,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,14
3303,1.0,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,11
3304,1.0,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,15
3305,2.0,0.6,0.445,0.175,1.057,0.38299999999999995,0.21600000000000003,0.355,15
3306,2.0,0.41,0.3,0.115,0.2595,0.09699999999999999,0.0515,0.08,9
3307,1.0,0.45,0.325,0.135,0.43799999999999994,0.1805,0.1165,0.11,8
3308,1.0,0.275,0.2,0.08,0.099,0.037000000000000005,0.024,0.03,4
3309,2.0,0.485,0.355,0.12,0.5085,0.21,0.122,0.135,8
3310,1.0,0.62,0.485,0.165,1.166,0.483,0.23800000000000002,0.355,12
3311,1.0,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,11
3312,1.0,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,16
3313,1.0,0.4,0.31,0.11,0.314,0.138,0.057,0.1,10
3314,2.0,0.45,0.355,0.115,0.4385,0.184,0.10800000000000001,0.1125,10
3315,1.0,0.35,0.26,0.09,0.195,0.0745,0.040999999999999995,0.0655,8
3316,1.0,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,15
3317,1.0,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,6
3318,1.0,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,3
3319,1.0,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,18
3320,1.0,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,15
3321,2.0,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,10
3322,1.0,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,14
3323,1.0,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,11
3324,2.0,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,11
3325,1.0,0.345,0.265,0.09,0.163,0.0615,0.037000000000000005,0.0485,9
3326,2.0,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,11
3327,2.0,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,15
3328,2.0,0.575,0.475,0.17,0.9670000000000001,0.3775,0.284,0.275,12
3329,1.0,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,9
3330,1.0,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,9
3331,1.0,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,10
3332,2.0,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,12
3333,2.0,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,11
3334,2.0,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,7
3335,1.0,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,11
3336,1.0,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,10
3337,2.0,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,14
3338,1.0,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,15
3339,1.0,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,11
3340,2.0,0.54,0.435,0.145,0.97,0.4285,0.22,0.264,16
3341,1.0,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,11
3342,1.0,0.43,0.33,0.095,0.34,0.1315,0.085,0.11199999999999999,13
3343,1.0,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,12
3344,2.0,0.495,0.38,0.145,0.515,0.175,0.098,0.212,12
3345,1.0,0.48,0.38,0.145,0.59,0.23199999999999998,0.141,0.23,11
3346,2.0,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,13
3347,1.0,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.10400000000000001,10
3348,2.0,0.49,0.385,0.115,0.6829999999999999,0.3265,0.1615,0.165,12
3349,2.0,0.47,0.375,0.105,0.46799999999999997,0.1665,0.10800000000000001,0.17,9
3350,2.0,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,10
3351,1.0,0.51,0.38,0.13,0.584,0.22399999999999998,0.1355,0.185,12
3352,1.0,0.52,0.405,0.145,0.8290000000000001,0.3535,0.1685,0.205,14
3353,2.0,0.475,0.365,0.14,0.4545,0.171,0.11800000000000001,0.158,7
3354,1.0,0.455,0.36,0.11,0.4385,0.20600000000000002,0.098,0.125,9
3355,2.0,0.435,0.34,0.11,0.40700000000000003,0.1685,0.073,0.13,9
3356,2.0,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,5
3357,2.0,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,7
3358,1.0,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,4
3359,2.0,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,19
3360,1.0,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,18
3361,1.0,0.41,0.315,0.095,0.306,0.121,0.0735,0.09,8
3362,1.0,0.41,0.3,0.1,0.301,0.124,0.069,0.09,8
3363,2.0,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,9
3364,1.0,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,10
3365,2.0,0.44,0.31,0.115,0.3625,0.134,0.08199999999999999,0.12,10
3366,1.0,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,4
3367,2.0,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,16
3368,2.0,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,12
3369,2.0,0.61,0.46,0.17,1.278,0.41,0.257,0.37,16
3370,1.0,0.455,0.345,0.125,0.44,0.16899999999999998,0.1065,0.135,11
3371,1.0,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,9
3372,2.0,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,15
3373,1.0,0.54,0.405,0.155,0.9715,0.3225,0.19399999999999998,0.29,18
3374,1.0,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,9
3375,1.0,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,9
3376,2.0,0.31,0.235,0.09,0.127,0.048,0.031,0.04,5
3377,2.0,0.255,0.19,0.07,0.0815,0.027999999999999997,0.016,0.031,4
3378,1.0,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,7
3379,2.0,0.295,0.21,0.08,0.1,0.038,0.026000000000000002,0.031,7
3380,2.0,0.19,0.13,0.045,0.0265,0.009000000000000001,0.005,0.009000000000000001,4
3381,1.0,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,18
3382,1.0,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,14
3383,1.0,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,13
3384,1.0,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,6
3385,1.0,0.475,0.35,0.115,0.48700000000000004,0.19399999999999998,0.1455,0.125,12
3386,1.0,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,12
3387,1.0,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,17
3388,1.0,0.74,0.535,0.185,1.65,0.7340000000000001,0.4505,0.335,12
3389,1.0,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,15
3390,1.0,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,9
3391,1.0,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,12
3392,1.0,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,18
3393,1.0,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,9
3394,1.0,0.62,0.48,0.16,1.0765,0.41200000000000003,0.253,0.3,12
3395,1.0,0.605,0.45,0.165,1.2225,0.35700000000000004,0.20199999999999999,0.385,12
3396,1.0,0.605,0.475,0.16,1.6159999999999999,0.5495,0.332,0.34,17
3397,1.0,0.475,0.375,0.15,0.5589999999999999,0.1955,0.1215,0.1945,11
3398,1.0,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,8
3399,1.0,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,7
3400,1.0,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,9
3401,1.0,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,17
3402,1.0,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,12
3403,2.0,0.35,0.265,0.11,0.209,0.066,0.059000000000000004,0.075,8
3404,1.0,0.37,0.28,0.105,0.22399999999999998,0.0815,0.0575,0.075,7
3405,2.0,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,6
3406,2.0,0.35,0.28,0.075,0.196,0.08199999999999999,0.04,0.064,7
3407,2.0,0.35,0.265,0.08,0.192,0.081,0.0465,0.053,5
3408,2.0,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,6
3409,2.0,0.395,0.31,0.095,0.313,0.131,0.07200000000000001,0.09300000000000001,6
3410,2.0,0.415,0.31,0.105,0.3595,0.16699999999999998,0.083,0.0915,5
3411,2.0,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,6
3412,2.0,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,7
3413,1.0,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,8
3414,1.0,0.49,0.37,0.105,0.5265,0.249,0.1005,0.14800000000000002,6
3415,1.0,0.56,0.465,0.16,1.0315,0.43200000000000005,0.2025,0.337,8
3416,1.0,0.56,0.45,0.14,0.9,0.47200000000000003,0.182,0.218,6
3417,1.0,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,8
3418,1.0,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,7
3419,1.0,0.59,0.47,0.135,1.1685,0.539,0.27899999999999997,0.28,7
3420,1.0,0.595,0.475,0.165,1.148,0.444,0.214,0.37,9
3421,1.0,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,10
3422,1.0,0.61,0.47,0.155,1.0325,0.49700000000000005,0.2175,0.2785,8
3423,1.0,0.63,0.475,0.15,1.172,0.536,0.254,0.316,10
3424,1.0,0.64,0.51,0.17,1.3715,0.5670000000000001,0.307,0.409,9
3425,1.0,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,9
3426,1.0,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,12
3427,1.0,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,12
3428,2.0,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,3
3429,2.0,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,5
3430,2.0,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,5
3431,2.0,0.35,0.265,0.095,0.19899999999999998,0.073,0.049,0.06,4
3432,2.0,0.36,0.27,0.09,0.21899999999999997,0.09699999999999999,0.0405,0.065,5
3433,2.0,0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063,5
3434,2.0,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,5
3435,2.0,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,6
3436,2.0,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,5
3437,2.0,0.395,0.3,0.09,0.27899999999999997,0.134,0.049,0.075,7
3438,2.0,0.43,0.335,0.105,0.37799999999999995,0.188,0.0785,0.09,5
3439,2.0,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,7
3440,2.0,0.465,0.37,0.1,0.5055,0.23399999999999999,0.11,0.14,6
3441,1.0,0.465,0.355,0.115,0.4705,0.1955,0.11800000000000001,0.126,6
3442,1.0,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,7
3443,2.0,0.485,0.37,0.1,0.513,0.21899999999999997,0.1075,0.13,6
3444,1.0,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,8
3445,2.0,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,7
3446,2.0,0.5,0.385,0.11,0.596,0.3015,0.10400000000000001,0.151,7
3447,1.0,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,7
3448,1.0,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,6
3449,1.0,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,6
3450,1.0,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,6
3451,1.0,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,7
3452,1.0,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,7
3453,1.0,0.555,0.42,0.11,0.9309999999999999,0.4445,0.171,0.225,7
3454,1.0,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,7
3455,1.0,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,8
3456,1.0,0.61,0.48,0.16,1.234,0.598,0.23800000000000002,0.315,11
3457,1.0,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,9
3458,1.0,0.61,0.47,0.16,1.0745,0.4925,0.23600000000000002,0.29,7
3459,1.0,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,7
3460,1.0,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,8
3461,1.0,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,10
3462,1.0,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,9
3463,1.0,0.625,0.485,0.17,1.4369999999999998,0.5855,0.293,0.475,10
3464,1.0,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,9
3465,1.0,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,8
3466,1.0,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,8
3467,1.0,0.66,0.525,0.18,1.4780000000000002,0.5815,0.381,0.37200000000000005,9
3468,1.0,0.665,0.52,0.165,1.6885,0.7295,0.40700000000000003,0.4265,10
3469,1.0,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,9
3470,1.0,0.72,0.565,0.2,1.787,0.718,0.385,0.529,10
3471,1.0,0.725,0.58,0.185,1.5230000000000001,0.8045,0.3595,0.4375,8
3472,2.0,0.165,0.12,0.05,0.021,0.0075,0.0045,0.013999999999999999,2
3473,2.0,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013000000000000001,3
3474,2.0,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,5
3475,2.0,0.4,0.315,0.085,0.2675,0.11599999999999999,0.0585,0.0765,5
3476,2.0,0.4,0.29,0.1,0.258,0.10400000000000001,0.059000000000000004,0.0815,6
3477,2.0,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,5
3478,2.0,0.435,0.335,0.11,0.41100000000000003,0.2025,0.0945,0.1,6
3479,2.0,0.44,0.33,0.11,0.38,0.19699999999999998,0.079,0.09,6
3480,2.0,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,7
3481,2.0,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,5
3482,2.0,0.47,0.355,0.145,0.4485,0.156,0.102,0.12300000000000001,6
3483,2.0,0.47,0.355,0.115,0.4155,0.16699999999999998,0.084,0.139,6
3484,2.0,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,7
3485,2.0,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,6
3486,1.0,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,7
3487,2.0,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,7
3488,2.0,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,7
3489,1.0,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,7
3490,1.0,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,9
3491,1.0,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,7
3492,1.0,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,7
3493,1.0,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,7
3494,1.0,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,8
3495,1.0,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,7
3496,1.0,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,7
3497,1.0,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,8
3498,1.0,0.59,0.46,0.145,0.929,0.38,0.24,0.255,9
3499,1.0,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,8
3500,1.0,0.6,0.41,0.145,0.9390000000000001,0.4475,0.196,0.268,7
3501,1.0,0.6,0.475,0.16,1.1640000000000001,0.5045,0.2635,0.335,11
3502,1.0,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,9
3503,1.0,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,10
3504,1.0,0.62,0.51,0.18,1.2329999999999999,0.5920000000000001,0.27399999999999997,0.322,9
3505,1.0,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,9
3506,1.0,0.625,0.47,0.175,1.179,0.605,0.258,0.271,8
3507,1.0,0.64,0.5,0.165,1.1635,0.5539999999999999,0.239,0.32,10
3508,1.0,0.64,0.475,0.175,1.1545,0.4865,0.341,0.28800000000000003,8
3509,1.0,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,9
3510,1.0,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,8
3511,1.0,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,10
3512,1.0,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,10
3513,1.0,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,8
3514,1.0,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,9
3515,1.0,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,11
3516,1.0,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,10
3517,1.0,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.39799999999999996,10
3518,1.0,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,10
3519,1.0,0.715,0.545,0.18,1.7405,0.871,0.34700000000000003,0.449,9
3520,1.0,0.72,0.545,0.185,1.7185,0.7925,0.401,0.46799999999999997,10
3521,2.0,0.215,0.15,0.055,0.040999999999999995,0.015,0.009000000000000001,0.0125,2
3522,2.0,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,3
3523,2.0,0.26,0.205,0.07,0.09699999999999999,0.0415,0.019,0.0305,3
3524,2.0,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,5
3525,2.0,0.33,0.23,0.085,0.1695,0.079,0.026000000000000002,0.0505,5
3526,2.0,0.335,0.26,0.085,0.192,0.09699999999999999,0.03,0.054000000000000006,5
3527,2.0,0.35,0.26,0.09,0.1765,0.07200000000000001,0.0355,0.0575,6
3528,2.0,0.35,0.265,0.085,0.1735,0.0775,0.034,0.055999999999999994,5
3529,2.0,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054000000000000006,5
3530,2.0,0.36,0.265,0.09,0.2055,0.096,0.037000000000000005,0.0585,6
3531,2.0,0.365,0.275,0.09,0.2345,0.10800000000000001,0.051,0.0625,6
3532,2.0,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,6
3533,2.0,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,5
3534,2.0,0.4,0.315,0.09,0.33,0.151,0.068,0.08,5
3535,2.0,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,8
